rank,model,config,auprc,auroc,f1,time_seconds
1,LOF(k=50),robust_pcaNone,0.1954832299124199,0.5648045534991775,0.2366463826557096,5.130444049835205
2,RandomProjection_LOF(B=20),robust_pcaNone,0.193858503659519,0.5629513266718307,0.239948119291285,12.699405193328856
3,KNN_Distance(k=5),robust_pcaNone,0.1882374657680518,0.5540018274176223,0.2356963756292443,0.8940954208374023
4,"OneClassSVM(kernel=rbf, nu=0.1)",robust_pcaNone,0.1847527670279669,0.5556029423752841,0.2360041623066966,13.806167840957642
5,"OneClassSVM(kernel=rbf, nu=0.1)",standard_pca80,0.1840500973774826,0.537534925047865,0.2311677959112928,3.976292133331299
